Record Date,Total national debt,Debt limit
4/30/2024,3.4617E+13,3.14E+13
4/29/2024,3.45628E+13,3.14E+13
4/26/2024,3.45584E+13,3.14E+13
4/25/2024,3.4555E+13,3.14E+13
4/24/2024,3.45716E+13,3.14E+13
4/23/2024,3.45819E+13,3.14E+13
4/22/2024,3.45918E+13,3.14E+13
4/19/2024,3.45855E+13,3.14E+13
4/18/2024,3.45831E+13,3.14E+13
4/17/2024,3.45765E+13,3.14E+13
4/16/2024,3.4591E+13,3.14E+13
4/15/2024,3.46032E+13,3.14E+13
4/12/2024,3.45532E+13,3.14E+13
4/11/2024,3.45508E+13,3.14E+13
4/10/2024,3.4561E+13,3.14E+13
4/9/2024,3.4581E+13,3.14E+13
4/8/2024,3.46084E+13,3.14E+13
4/5/2024,3.46006E+13,3.14E+13
4/4/2024,3.4599E+13,3.14E+13
4/3/2024,3.46043E+13,3.14E+13
4/2/2024,3.46223E+13,3.14E+13
4/1/2024,3.46272E+13,3.14E+13
3/29/2024,3.45865E+13,3.14E+13
3/28/2024,3.45786E+13,3.14E+13
3/27/2024,3.45732E+13,3.14E+13
3/26/2024,3.45944E+13,3.14E+13
3/25/2024,3.45982E+13,3.14E+13
3/22/2024,3.45821E+13,3.14E+13
3/21/2024,3.4578E+13,3.14E+13
3/20/2024,3.45612E+13,3.14E+13
3/19/2024,3.45823E+13,3.14E+13
3/18/2024,3.45514E+13,3.14E+13
3/15/2024,3.45428E+13,3.14E+13
3/14/2024,3.44862E+13,3.14E+13
3/13/2024,3.44759E+13,3.14E+13
3/12/2024,3.44972E+13,3.14E+13
3/11/2024,3.44715E+13,3.14E+13
3/8/2024,3.44651E+13,3.14E+13
3/7/2024,3.44614E+13,3.14E+13
3/6/2024,3.44408E+13,3.14E+13
3/5/2024,3.4439E+13,3.14E+13
3/4/2024,3.44109E+13,3.14E+13
3/1/2024,3.43933E+13,3.14E+13
2/29/2024,3.44711E+13,3.14E+13
2/28/2024,3.43821E+13,3.14E+13
2/27/2024,3.44052E+13,3.14E+13
2/26/2024,3.43763E+13,3.14E+13
2/23/2024,3.43682E+13,3.14E+13
2/22/2024,3.4332E+13,3.14E+13
2/21/2024,3.42978E+13,3.14E+13
2/20/2024,3.43051E+13,3.14E+13
2/16/2024,3.42672E+13,3.14E+13
2/15/2024,3.42661E+13,3.14E+13
2/14/2024,3.42453E+13,3.14E+13
2/13/2024,3.42691E+13,3.14E+13
2/12/2024,3.42308E+13,3.14E+13
2/9/2024,3.42282E+13,3.14E+13
2/8/2024,3.42287E+13,3.14E+13
2/7/2024,3.41976E+13,3.14E+13
2/6/2024,3.41966E+13,3.14E+13
2/5/2024,3.4154E+13,3.14E+13
2/2/2024,3.41473E+13,3.14E+13
2/1/2024,3.4155E+13,3.14E+13
1/31/2024,3.41912E+13,3.14E+13
1/30/2024,3.41728E+13,3.14E+13
1/29/2024,3.41385E+13,3.14E+13
1/26/2024,3.41355E+13,3.14E+13
1/25/2024,3.41355E+13,3.14E+13
1/24/2024,3.40884E+13,3.14E+13
1/23/2024,3.41094E+13,3.14E+13
1/22/2024,3.40767E+13,3.14E+13
1/19/2024,3.40723E+13,3.14E+13
1/18/2024,3.40699E+13,3.14E+13
1/17/2024,3.40602E+13,3.14E+13
1/16/2024,3.40616E+13,3.14E+13
1/12/2024,3.40582E+13,3.14E+13
1/11/2024,3.40585E+13,3.14E+13
1/10/2024,3.40024E+13,3.14E+13
1/9/2024,3.40248E+13,3.14E+13
1/8/2024,3.40122E+13,3.14E+13
1/5/2024,3.40097E+13,3.14E+13
1/4/2024,3.40063E+13,3.14E+13
1/3/2024,3.39942E+13,3.14E+13
1/2/2024,3.39901E+13,3.14E+13
12/29/2023,3.40015E+13,3.14E+13
12/28/2023,3.39112E+13,3.14E+13
12/27/2023,3.38961E+13,3.14E+13
12/26/2023,3.39055E+13,3.14E+13
12/22/2023,3.3901E+13,3.14E+13
12/21/2023,3.38877E+13,3.14E+13
12/20/2023,3.38705E+13,3.14E+13
12/19/2023,3.38921E+13,3.14E+13
12/18/2023,3.38913E+13,3.14E+13
12/15/2023,3.38838E+13,3.14E+13
12/14/2023,3.38404E+13,3.14E+13
12/13/2023,3.38282E+13,3.14E+13
12/12/2023,3.38513E+13,3.14E+13
12/11/2023,3.38525E+13,3.14E+13
12/8/2023,3.38474E+13,3.14E+13
12/7/2023,3.38328E+13,3.14E+13
12/6/2023,3.38181E+13,3.14E+13
12/5/2023,3.38184E+13,3.14E+13
12/4/2023,3.38146E+13,3.14E+13
12/1/2023,3.38027E+13,3.14E+13
11/30/2023,3.38787E+13,3.14E+13
11/29/2023,3.38492E+13,3.14E+13
11/28/2023,3.38519E+13,3.14E+13
11/27/2023,3.38367E+13,3.14E+13
11/24/2023,3.38273E+13,3.14E+13
11/22/2023,3.37664E+13,3.14E+13
11/21/2023,3.37865E+13,3.14E+13
11/20/2023,3.37502E+13,3.14E+13
11/17/2023,3.37462E+13,3.14E+13
11/16/2023,3.37401E+13,3.14E+13
11/15/2023,3.37028E+13,3.14E+13
11/14/2023,3.37408E+13,3.14E+13
11/13/2023,3.37044E+13,3.14E+13
11/10/2023,3.37005E+13,3.14E+13
11/9/2023,3.37007E+13,3.14E+13
11/8/2023,3.37045E+13,3.14E+13
11/7/2023,3.37231E+13,3.14E+13
11/6/2023,3.36855E+13,3.14E+13
11/3/2023,3.36778E+13,3.14E+13
11/2/2023,3.36943E+13,3.14E+13
11/1/2023,3.3638E+13,3.14E+13
10/31/2023,3.36996E+13,3.14E+13
10/30/2023,3.36755E+13,3.14E+13
10/27/2023,3.36756E+13,3.14E+13
10/26/2023,3.3676E+13,3.14E+13
10/25/2023,3.36734E+13,3.14E+13
10/24/2023,3.36842E+13,3.14E+13
10/23/2023,3.3636E+13,3.14E+13
10/20/2023,3.36273E+13,3.14E+13
10/19/2023,3.36269E+13,3.14E+13
10/18/2023,3.36292E+13,3.14E+13
10/17/2023,3.36487E+13,3.14E+13
10/16/2023,3.35903E+13,3.14E+13
10/13/2023,3.35291E+13,3.14E+13
10/12/2023,3.35231E+13,3.14E+13
10/11/2023,3.35371E+13,3.14E+13
10/10/2023,3.35502E+13,3.14E+13
10/6/2023,3.35108E+13,3.14E+13
10/5/2023,3.35134E+13,3.14E+13
10/4/2023,3.3478E+13,3.14E+13
10/3/2023,3.34749E+13,3.14E+13
10/2/2023,3.34421E+13,3.14E+13
9/29/2023,3.31673E+13,3.14E+13
9/28/2023,3.31265E+13,3.14E+13
9/27/2023,3.31269E+13,3.14E+13
9/26/2023,3.31464E+13,3.14E+13
9/25/2023,3.31121E+13,3.14E+13
9/22/2023,3.3102E+13,3.14E+13
9/21/2023,3.31004E+13,3.14E+13
9/20/2023,3.30708E+13,3.14E+13
9/19/2023,3.30918E+13,3.14E+13
9/18/2023,3.3054E+13,3.14E+13
9/15/2023,3.30449E+13,3.14E+13
9/14/2023,3.29886E+13,3.14E+13
9/13/2023,3.29595E+13,3.14E+13
9/12/2023,3.29799E+13,3.14E+13
9/11/2023,3.29406E+13,3.14E+13
9/8/2023,3.29407E+13,3.14E+13
9/7/2023,3.29357E+13,3.14E+13
9/6/2023,3.29032E+13,3.14E+13
9/5/2023,3.28907E+13,3.14E+13
9/1/2023,3.28415E+13,3.14E+13
8/31/2023,3.29141E+13,3.14E+13
8/30/2023,3.28545E+13,3.14E+13
8/29/2023,3.28565E+13,3.14E+13
8/28/2023,3.28144E+13,3.14E+13
8/25/2023,3.28102E+13,3.14E+13
8/24/2023,3.27779E+13,3.14E+13
8/23/2023,3.27404E+13,3.14E+13
8/22/2023,3.27593E+13,3.14E+13
8/21/2023,3.27106E+13,3.14E+13
8/18/2023,3.27044E+13,3.14E+13
8/17/2023,3.27037E+13,3.14E+13
8/16/2023,3.26616E+13,3.14E+13
8/15/2023,3.26799E+13,3.14E+13
8/14/2023,3.26635E+13,3.14E+13
8/11/2023,3.26586E+13,3.14E+13
8/10/2023,3.26581E+13,3.14E+13
8/9/2023,3.26209E+13,3.14E+13
8/8/2023,3.26441E+13,3.14E+13
8/7/2023,3.26113E+13,3.14E+13
8/4/2023,3.26031E+13,3.14E+13
8/3/2023,3.26043E+13,3.14E+13
8/2/2023,3.25994E+13,3.14E+13
8/1/2023,3.25876E+13,3.14E+13
7/31/2023,3.26086E+13,3.14E+13
7/28/2023,3.26571E+13,3.14E+13
7/27/2023,3.26594E+13,3.14E+13
7/26/2023,3.26348E+13,3.14E+13
7/25/2023,3.26512E+13,3.14E+13
7/24/2023,3.25978E+13,3.14E+13
7/21/2023,3.2593E+13,3.14E+13
7/20/2023,3.25922E+13,3.14E+13
7/19/2023,3.25699E+13,3.14E+13
7/18/2023,3.25909E+13,3.14E+13
7/17/2023,3.2535E+13,3.14E+13
7/14/2023,3.25424E+13,3.14E+13
7/13/2023,3.25423E+13,3.14E+13
7/12/2023,3.25184E+13,3.14E+13
7/11/2023,3.25385E+13,3.14E+13
7/10/2023,3.24811E+13,3.14E+13
7/7/2023,3.24776E+13,3.14E+13
7/6/2023,3.24744E+13,3.14E+13
7/5/2023,3.24021E+13,3.14E+13
7/3/2023,3.23209E+13,3.14E+13
6/30/2023,3.23323E+13,3.14E+13
6/29/2023,3.23178E+13,3.14E+13
6/28/2023,3.2247E+13,3.14E+13
6/27/2023,3.22666E+13,3.14E+13
6/26/2023,3.21953E+13,3.14E+13
6/23/2023,3.21726E+13,3.14E+13
6/22/2023,3.21686E+13,3.14E+13
6/21/2023,3.20957E+13,3.14E+13
6/20/2023,3.21052E+13,3.14E+13
6/16/2023,3.20443E+13,3.14E+13
6/15/2023,3.20392E+13,3.14E+13
6/14/2023,3.19544E+13,3.14E+13
6/13/2023,3.19753E+13,3.14E+13
6/12/2023,3.19263E+13,3.14E+13
6/9/2023,3.19211E+13,3.14E+13
6/8/2023,3.19213E+13,3.14E+13
6/7/2023,3.1857E+13,3.14E+13
6/6/2023,3.1856E+13,3.14E+13
6/5/2023,3.18257E+13,3.14E+13
6/2/2023,3.14671E+13,3.14E+13
6/1/2023,3.14676E+13,3.14E+13
5/31/2023,3.14645E+13,3.14E+13
5/30/2023,3.1464E+13,3.14E+13
5/26/2023,3.14649E+13,3.14E+13
5/25/2023,3.14655E+13,3.14E+13
5/24/2023,3.14616E+13,3.14E+13
5/23/2023,3.14622E+13,3.14E+13
5/22/2023,3.14606E+13,3.14E+13
5/19/2023,3.14621E+13,3.14E+13
5/18/2023,3.14627E+13,3.14E+13
5/17/2023,3.1458E+13,3.14E+13
5/16/2023,3.14586E+13,3.14E+13
5/15/2023,3.14571E+13,3.14E+13
5/12/2023,3.14585E+13,3.14E+13
5/11/2023,3.14591E+13,3.14E+13
5/10/2023,3.14574E+13,3.14E+13
5/9/2023,3.14579E+13,3.14E+13
5/8/2023,3.14572E+13,3.14E+13
5/5/2023,3.14588E+13,3.14E+13
5/4/2023,3.14593E+13,3.14E+13
5/3/2023,3.14575E+13,3.14E+13
5/2/2023,3.1458E+13,3.14E+13
5/1/2023,3.14574E+13,3.14E+13
4/28/2023,3.14578E+13,3.14E+13
4/27/2023,3.14596E+13,3.14E+13
4/26/2023,3.1458E+13,3.14E+13
4/25/2023,3.14585E+13,3.14E+13
4/24/2023,3.14579E+13,3.14E+13
4/21/2023,3.14595E+13,3.14E+13
4/20/2023,3.146E+13,3.14E+13
4/19/2023,3.14566E+13,3.14E+13
4/18/2023,3.14571E+13,3.14E+13
4/17/2023,3.14564E+13,3.14E+13
4/14/2023,3.1458E+13,3.14E+13
4/13/2023,3.14585E+13,3.14E+13
4/12/2023,3.14569E+13,3.14E+13
4/11/2023,3.14574E+13,3.14E+13
4/10/2023,3.14568E+13,3.14E+13
4/7/2023,3.14583E+13,3.14E+13
4/6/2023,3.14588E+13,3.14E+13
4/5/2023,3.14573E+13,3.14E+13
4/4/2023,3.14578E+13,3.14E+13
4/3/2023,3.14572E+13,3.14E+13
3/31/2023,3.14584E+13,3.14E+13
3/30/2023,3.14609E+13,3.14E+13
3/29/2023,3.14594E+13,3.14E+13
3/28/2023,3.14599E+13,3.14E+13
3/27/2023,3.14593E+13,3.14E+13
3/24/2023,3.14608E+13,3.14E+13
3/23/2023,3.14613E+13,3.14E+13
3/22/2023,3.14584E+13,3.14E+13
3/21/2023,3.14589E+13,3.14E+13
3/20/2023,3.14582E+13,3.14E+13
3/17/2023,3.14598E+13,3.14E+13
3/16/2023,3.14603E+13,3.14E+13
3/15/2023,3.14588E+13,3.14E+13
3/14/2023,3.14593E+13,3.14E+13
3/13/2023,3.14585E+13,3.14E+13
3/10/2023,3.146E+13,3.14E+13
3/9/2023,3.14605E+13,3.14E+13
3/8/2023,3.1459E+13,3.14E+13
3/7/2023,3.14595E+13,3.14E+13
3/6/2023,3.14587E+13,3.14E+13
3/3/2023,3.14602E+13,3.14E+13
3/2/2023,3.14607E+13,3.14E+13
3/1/2023,3.14591E+13,3.14E+13
2/28/2023,3.14593E+13,3.14E+13
2/27/2023,3.14564E+13,3.14E+13
2/24/2023,3.14579E+13,3.14E+13
2/23/2023,3.14583E+13,3.14E+13
2/22/2023,3.14549E+13,3.14E+13
2/21/2023,3.14554E+13,3.14E+13
2/17/2023,3.14561E+13,3.14E+13
2/16/2023,3.14566E+13,3.14E+13
2/15/2023,3.14549E+13,3.14E+13
2/14/2023,3.14551E+13,3.14E+13
2/13/2023,3.14543E+13,3.14E+13
2/10/2023,3.14557E+13,3.14E+13
2/9/2023,3.14562E+13,3.14E+13
2/8/2023,3.14546E+13,3.14E+13
2/7/2023,3.14551E+13,3.14E+13
2/6/2023,3.14543E+13,3.14E+13
2/3/2023,3.14557E+13,3.14E+13
2/2/2023,3.14562E+13,3.14E+13
2/1/2023,3.14545E+13,3.14E+13
1/31/2023,3.1455E+13,3.14E+13
1/30/2023,3.14559E+13,3.14E+13
1/27/2023,3.14572E+13,3.14E+13
1/26/2023,3.14577E+13,3.14E+13
1/25/2023,3.14544E+13,3.14E+13
1/24/2023,3.14548E+13,3.14E+13
1/23/2023,3.14537E+13,3.14E+13
1/20/2023,3.1455E+13,3.14E+13
1/19/2023,3.14554E+13,3.14E+13
1/18/2023,3.14144E+13,3.14E+13
1/17/2023,3.14164E+13,3.14E+13
1/13/2023,3.13845E+13,3.14E+13
1/12/2023,3.13842E+13,3.14E+13
1/11/2023,3.13751E+13,3.14E+13
1/10/2023,3.13951E+13,3.14E+13
1/9/2023,3.13889E+13,3.14E+13
1/6/2023,3.13854E+13,3.14E+13
1/5/2023,3.13803E+13,3.14E+13
1/4/2023,3.13755E+13,3.14E+13
1/3/2023,3.13512E+13,3.14E+13
12/30/2022,3.14197E+13,3.14E+13
12/29/2022,3.13263E+13,3.14E+13
12/28/2022,3.13244E+13,3.14E+13
12/27/2022,3.1336E+13,3.14E+13
12/23/2022,3.1346E+13,3.14E+13
12/22/2022,3.13275E+13,3.14E+13
12/21/2022,3.13195E+13,3.14E+13
12/20/2022,3.13367E+13,3.14E+13
12/19/2022,3.13553E+13,3.14E+13
12/16/2022,3.13471E+13,3.14E+13
12/15/2022,3.13196E+13,3.14E+13
12/14/2022,3.12843E+13,3.14E+13
12/13/2022,3.13041E+13,3.14E+13
12/12/2022,3.13177E+13,3.14E+13
12/9/2022,3.13113E+13,3.14E+13
12/8/2022,3.13108E+13,3.14E+13
12/7/2022,3.13351E+13,3.14E+13
12/6/2022,3.13385E+13,3.14E+13
12/5/2022,3.13528E+13,3.14E+13
12/2/2022,3.13501E+13,3.14E+13
12/1/2022,3.13632E+13,3.14E+13
11/30/2022,3.14133E+13,3.14E+13
11/29/2022,3.13738E+13,3.14E+13
11/28/2022,3.13708E+13,3.14E+13
11/25/2022,3.13678E+13,3.14E+13
11/23/2022,3.1334E+13,3.14E+13
11/22/2022,3.13485E+13,3.14E+13
11/21/2022,3.12873E+13,3.14E+13
11/18/2022,3.12827E+13,3.14E+13
11/17/2022,3.12852E+13,3.14E+13
11/16/2022,3.12717E+13,3.14E+13
11/15/2022,3.12882E+13,3.14E+13
11/14/2022,3.12553E+13,3.14E+13
11/10/2022,3.1252E+13,3.14E+13
11/9/2022,3.12436E+13,3.14E+13
11/8/2022,3.12616E+13,3.14E+13
11/7/2022,3.12235E+13,3.14E+13
11/4/2022,3.12201E+13,3.14E+13
11/3/2022,3.12189E+13,3.14E+13
11/2/2022,3.12218E+13,3.14E+13
11/1/2022,3.12117E+13,3.14E+13
10/31/2022,3.12383E+13,3.14E+13
10/28/2022,3.12564E+13,3.14E+13
10/27/2022,3.12578E+13,3.14E+13
10/26/2022,3.12523E+13,3.14E+13
10/25/2022,3.12678E+13,3.14E+13
10/24/2022,3.12301E+13,3.14E+13
10/21/2022,3.12286E+13,3.14E+13
10/20/2022,3.12268E+13,3.14E+13
10/19/2022,3.12216E+13,3.14E+13
10/18/2022,3.1239E+13,3.14E+13
10/17/2022,3.12114E+13,3.14E+13
10/14/2022,3.11482E+13,3.14E+13
10/13/2022,3.1145E+13,3.14E+13
10/12/2022,3.11437E+13,3.14E+13
10/11/2022,3.11516E+13,3.14E+13
10/7/2022,3.11489E+13,3.14E+13
10/6/2022,3.11491E+13,3.14E+13
10/5/2022,3.11426E+13,3.14E+13
10/4/2022,3.1137E+13,3.14E+13
10/3/2022,3.11239E+13,3.14E+13
9/30/2022,3.09289E+13,3.14E+13
9/29/2022,3.08714E+13,3.14E+13
9/28/2022,3.08873E+13,3.14E+13
9/27/2022,3.09061E+13,3.14E+13
9/26/2022,3.09102E+13,3.14E+13
9/23/2022,3.08994E+13,3.14E+13
9/22/2022,3.08948E+13,3.14E+13
9/21/2022,3.08863E+13,3.14E+13
9/20/2022,3.0902E+13,3.14E+13
9/19/2022,3.09006E+13,3.14E+13
9/16/2022,3.08906E+13,3.14E+13
9/15/2022,3.08868E+13,3.14E+13
9/14/2022,3.08858E+13,3.14E+13
9/13/2022,3.09024E+13,3.14E+13
9/12/2022,3.08982E+13,3.14E+13
9/9/2022,3.08941E+13,3.14E+13
9/8/2022,3.08941E+13,3.14E+13
9/7/2022,3.08979E+13,3.14E+13
9/6/2022,3.08879E+13,3.14E+13
9/2/2022,3.0872E+13,3.14E+13
9/1/2022,3.08794E+13,3.14E+13
8/31/2022,3.09361E+13,3.14E+13
8/30/2022,3.08791E+13,3.14E+13
8/29/2022,3.08522E+13,3.14E+13
8/26/2022,3.0847E+13,3.14E+13
8/25/2022,3.08244E+13,3.14E+13
8/24/2022,3.07518E+13,3.14E+13
8/23/2022,3.07774E+13,3.14E+13
8/22/2022,3.07403E+13,3.14E+13
8/19/2022,3.07314E+13,3.14E+13
8/18/2022,3.07299E+13,3.14E+13
8/17/2022,3.07244E+13,3.14E+13
8/16/2022,3.07366E+13,3.14E+13
8/15/2022,3.06954E+13,3.14E+13
8/12/2022,3.06619E+13,3.14E+13
8/11/2022,3.06603E+13,3.14E+13
8/10/2022,3.06565E+13,3.14E+13
8/9/2022,3.06519E+13,3.14E+13
8/8/2022,3.06009E+13,3.14E+13
8/5/2022,3.05893E+13,3.14E+13
8/4/2022,3.05886E+13,3.14E+13
8/3/2022,3.05813E+13,3.14E+13
8/2/2022,3.0596E+13,3.14E+13
8/1/2022,3.05364E+13,3.14E+13
7/29/2022,3.05951E+13,3.14E+13
7/28/2022,3.05809E+13,3.14E+13
7/27/2022,3.05816E+13,3.14E+13
7/26/2022,3.05983E+13,3.14E+13
7/25/2022,3.05436E+13,3.14E+13
7/22/2022,3.05299E+13,3.14E+13
7/21/2022,3.05276E+13,3.14E+13
7/20/2022,3.0532E+13,3.14E+13
7/19/2022,3.05537E+13,3.14E+13
7/18/2022,3.05237E+13,3.14E+13
7/15/2022,3.05153E+13,3.14E+13
7/14/2022,3.04927E+13,3.14E+13
7/13/2022,3.05069E+13,3.14E+13
7/12/2022,3.0525E+13,3.14E+13
7/11/2022,3.05193E+13,3.14E+13
7/8/2022,3.05083E+13,3.14E+13
7/7/2022,3.05062E+13,3.14E+13
7/6/2022,3.05238E+13,3.14E+13
7/5/2022,3.04998E+13,3.14E+13
7/1/2022,3.04862E+13,3.14E+13
6/30/2022,3.05686E+13,3.14E+13
6/29/2022,3.04719E+13,3.14E+13
6/28/2022,3.04726E+13,3.14E+13
6/27/2022,3.04655E+13,3.14E+13
6/24/2022,3.04591E+13,3.14E+13
6/23/2022,3.04223E+13,3.14E+13
6/22/2022,3.04384E+13,3.14E+13
6/21/2022,3.04444E+13,3.14E+13
6/17/2022,3.04477E+13,3.14E+13
6/16/2022,3.04366E+13,3.14E+13
6/15/2022,3.04504E+13,3.14E+13
6/14/2022,3.04024E+13,3.14E+13
6/13/2022,3.04012E+13,3.14E+13
6/10/2022,3.0396E+13,3.14E+13
6/9/2022,3.03968E+13,3.14E+13
6/8/2022,3.04165E+13,3.14E+13
6/7/2022,3.04176E+13,3.14E+13
6/6/2022,3.04209E+13,3.14E+13
6/3/2022,3.04126E+13,3.14E+13
6/2/2022,3.04257E+13,3.14E+13
6/1/2022,3.0441E+13,3.14E+13
5/31/2022,3.04996E+13,3.14E+13
5/27/2022,3.04245E+13,3.14E+13
5/26/2022,3.04016E+13,3.14E+13
5/25/2022,3.04209E+13,3.14E+13
5/24/2022,3.04365E+13,3.14E+13
5/23/2022,3.04253E+13,3.14E+13
5/20/2022,3.04166E+13,3.14E+13
5/19/2022,3.04173E+13,3.14E+13
5/18/2022,3.04336E+13,3.14E+13
5/17/2022,3.04489E+13,3.14E+13
5/16/2022,3.04462E+13,3.14E+13
5/13/2022,3.03833E+13,3.14E+13
5/12/2022,3.03823E+13,3.14E+13
5/11/2022,3.03963E+13,3.14E+13
5/10/2022,3.04133E+13,3.14E+13
5/9/2022,3.04147E+13,3.14E+13
5/6/2022,3.04059E+13,3.14E+13
5/5/2022,3.03993E+13,3.14E+13
5/4/2022,3.04101E+13,3.14E+13
5/3/2022,3.04034E+13,3.14E+13
5/2/2022,3.04026E+13,3.14E+13
4/29/2022,3.03742E+13,3.14E+13
4/28/2022,3.04026E+13,3.14E+13
4/27/2022,3.04166E+13,3.14E+13
4/26/2022,3.04299E+13,3.14E+13
4/25/2022,3.04366E+13,3.14E+13
4/22/2022,3.04209E+13,3.14E+13
4/21/2022,3.04178E+13,3.14E+13
4/20/2022,3.0409E+13,3.14E+13
4/19/2022,3.0424E+13,3.14E+13
4/18/2022,3.04206E+13,3.14E+13
4/15/2022,3.02832E+13,3.14E+13
4/14/2022,3.03481E+13,3.14E+13
4/13/2022,3.03379E+13,3.14E+13
4/12/2022,3.03531E+13,3.14E+13
4/11/2022,3.03661E+13,3.14E+13
4/8/2022,3.03583E+13,3.14E+13
4/7/2022,3.03556E+13,3.14E+13
4/6/2022,3.03467E+13,3.14E+13
4/5/2022,3.03448E+13,3.14E+13
4/4/2022,3.03602E+13,3.14E+13
4/1/2022,3.03417E+13,3.14E+13
3/31/2022,3.0401E+13,3.14E+13
3/30/2022,3.02977E+13,3.14E+13
3/29/2022,3.02957E+13,3.14E+13
3/28/2022,3.03164E+13,3.14E+13
3/25/2022,3.03105E+13,3.14E+13
3/24/2022,3.02786E+13,3.14E+13
3/23/2022,3.02784E+13,3.14E+13
3/22/2022,3.0291E+13,3.14E+13
3/21/2022,3.02929E+13,3.14E+13
3/18/2022,3.02846E+13,3.14E+13
3/17/2022,3.0282E+13,3.14E+13
3/16/2022,3.0257E+13,3.14E+13
3/15/2022,3.02694E+13,3.14E+13
3/14/2022,3.01927E+13,3.14E+13
3/11/2022,3.01713E+13,3.14E+13
3/10/2022,3.01692E+13,3.14E+13
3/9/2022,3.0239E+13,3.14E+13
3/8/2022,3.02551E+13,3.14E+13
3/7/2022,3.02557E+13,3.14E+13
3/4/2022,3.02481E+13,3.14E+13
3/3/2022,3.02459E+13,3.14E+13
3/2/2022,3.02516E+13,3.14E+13
3/1/2022,3.02399E+13,3.14E+13
2/28/2022,3.02904E+13,3.14E+13
2/25/2022,3.01813E+13,3.14E+13
2/24/2022,3.01567E+13,3.14E+13
2/23/2022,3.01477E+13,3.14E+13
2/22/2022,3.01496E+13,3.14E+13
2/18/2022,3.01369E+13,3.14E+13
2/17/2022,3.01166E+13,3.14E+13
2/16/2022,3.01174E+13,3.14E+13
2/15/2022,3.01317E+13,3.14E+13
2/14/2022,3.00403E+13,3.14E+13
2/11/2022,3.00376E+13,3.14E+13
2/10/2022,3.00362E+13,3.14E+13
2/9/2022,3.00263E+13,3.14E+13
2/8/2022,3.00443E+13,3.14E+13
2/7/2022,3.00066E+13,3.14E+13
2/4/2022,3.00007E+13,3.14E+13
2/3/2022,2.99973E+13,3.14E+13
2/2/2022,3.00032E+13,3.14E+13
2/1/2022,3.00067E+13,3.14E+13
1/31/2022,3.00124E+13,3.14E+13
1/28/2022,2.99235E+13,3.14E+13
1/27/2022,2.99243E+13,3.14E+13
1/26/2022,2.9911E+13,3.14E+13
1/25/2022,2.99229E+13,3.14E+13
1/24/2022,2.98813E+13,3.14E+13
1/21/2022,2.98725E+13,3.14E+13
1/20/2022,2.9867E+13,3.14E+13
1/19/2022,2.98506E+13,3.14E+13
1/18/2022,2.98688E+13,3.14E+13
1/14/2022,2.9745E+13,3.14E+13
1/13/2022,2.97444E+13,3.14E+13
1/12/2022,2.97823E+13,3.14E+13
1/11/2022,2.97987E+13,3.14E+13
1/10/2022,2.97213E+13,3.14E+13
1/7/2022,2.97122E+13,3.14E+13
1/6/2022,2.97113E+13,3.14E+13
1/5/2022,2.96887E+13,3.14E+13
